loss,sparse_categorical_accuracy,Accuracy,val_loss,val_sparse_categorical_accuracy,val_Accuracy
1.857337474822998,0.33269426226615906,0.33269426226615906,1.4690706729888916,0.45342886447906494,0.45342886447906494
1.337781310081482,0.4786554276943207,0.4786554276943207,1.2278348207473755,0.5291709303855896,0.5291709303855896
1.2342859506607056,0.50702965259552,0.50702965259552,1.1397722959518433,0.5516888499259949,0.5516888499259949
1.1817002296447754,0.5254345536231995,0.5254345536231995,1.1760863065719604,0.51893550157547,0.51893550157547
1.1987444162368774,0.5260736346244812,0.5260736346244812,1.0909037590026855,0.5629478096961975,0.5629478096961975
1.1380715370178223,0.5501022338867188,0.5501022338867188,1.074988603591919,0.5783008933067322,0.5783008933067322
1.1054664850234985,0.5631390810012817,0.5631390810012817,1.0608032941818237,0.5854657292366028,0.5854657292366028
1.0997363328933716,0.5654397010803223,0.5654397010803223,1.051163911819458,0.5783008933067322,0.5783008933067322
1.0957586765289307,0.5660787224769592,0.5660787224769592,1.1301655769348145,0.5465711355209351,0.5465711355209351
1.0803582668304443,0.5648006200790405,0.5648006200790405,1.0759813785552979,0.5701125860214233,0.5701125860214233
1.1263245344161987,0.5531697273254395,0.5531697273254395,1.0697435140609741,0.5711361169815063,0.5711361169815063
1.073048710823059,0.5722137093544006,0.5722137093544006,1.053353190422058,0.5957010984420776,0.5957010984420776
1.1958643198013306,0.5200664401054382,0.5200664401054382,1.1166753768920898,0.5465711355209351,0.5465711355209351
1.0827234983444214,0.5601993799209595,0.5601993799209595,1.1698588132858276,0.5496417880058289,0.5496417880058289
1.0935776233673096,0.5654397010803223,0.5654397010803223,1.1946661472320557,0.5250767469406128,0.5250767469406128
1.0593304634094238,0.5734918117523193,0.5734918117523193,1.0479170083999634,0.5609006881713867,0.5609006881713867
1.0154484510421753,0.5806492567062378,0.5806492567062378,0.9896000623703003,0.5957010984420776,0.5957010984420776
0.993651807308197,0.5939416885375977,0.5939416885375977,1.0013349056243896,0.5783008933067322,0.5783008933067322
0.9976438283920288,0.6018660664558411,0.6018660664558411,1.0343778133392334,0.5772773623466492,0.5772773623466492
1.0444014072418213,0.5834611654281616,0.5834611654281616,0.996141791343689,0.57932448387146,0.57932448387146
0.9910780191421509,0.5949642062187195,0.5949642062187195,1.096004843711853,0.5783008933067322,0.5783008933067322
0.9909135103225708,0.6046779155731201,0.6046779155731201,0.9973447918891907,0.5864892601966858,0.5864892601966858
0.956529974937439,0.6059560179710388,0.6059560179710388,0.9175887703895569,0.5987717509269714,0.5987717509269714
0.9454646110534668,0.6174591183662415,0.6174591183662415,0.9579078555107117,0.5957010984420776,0.5957010984420776
0.9358364939689636,0.6173312664031982,0.6173312664031982,0.9862465858459473,0.5885363221168518,0.5885363221168518
0.9442224502563477,0.6115797758102417,0.6115797758102417,0.9917468428611755,0.580348014831543,0.580348014831543
0.9163699746131897,0.6247443556785583,0.6247443556785583,0.942338228225708,0.6264073848724365,0.6264073848724365
0.9295746684074402,0.6166922450065613,0.6166922450065613,0.9164081811904907,0.6090071797370911,0.6090071797370911
0.9254325032234192,0.6212934851646423,0.6212934851646423,0.9376066327095032,0.5997952818870544,0.5997952818870544
0.9056189060211182,0.6289621591567993,0.6289621591567993,0.9474489688873291,0.5977482199668884,0.5977482199668884
0.8991633653640747,0.6293455958366394,0.6293455958366394,0.9236943125724792,0.6100307106971741,0.6100307106971741
0.8864297270774841,0.6279397010803223,0.6279397010803223,0.9174128770828247,0.6192426085472107,0.6192426085472107
