loss,Accuracy,val_loss,val_Accuracy
1.6580220460891724,0.37274953722953796,1.2790863513946533,0.5032538175582886
1.3248565196990967,0.48567166924476624,1.1647473573684692,0.5493492484092712
1.2283999919891357,0.5141152739524841,1.1143531799316406,0.5634490251541138
1.1725267171859741,0.5379780530929565,1.081998586654663,0.5829718112945557
1.1446391344070435,0.5442633628845215,1.0634821653366089,0.5824295282363892
1.1198179721832275,0.5575796365737915,1.0515738725662231,0.5867679119110107
1.0964438915252686,0.5668477416038513,1.0316154956817627,0.5905640125274658
1.068654179573059,0.5752636790275574,1.01966392993927,0.5921908617019653
1.0673707723617554,0.575157105922699,1.0158205032348633,0.5927332043647766
1.0492258071899414,0.5876211524009705,1.0088862180709839,0.5921908617019653
1.0948011875152588,0.5601363778114319,0.9335514903068542,0.6214750409126282
0.9138898849487305,0.624693751335144,0.9585902094841003,0.6068329811096191
0.8550012707710266,0.6419516205787659,0.7897316217422485,0.6550976037979126
0.8099442720413208,0.6607009768486023,0.8312771320343018,0.6393709182739258
0.7769078016281128,0.6701821684837341,0.7558308839797974,0.6724511981010437
0.7587146759033203,0.6843506693840027,0.8401417136192322,0.6648589968681335
0.7292408347129822,0.6925535202026367,0.7902114987373352,0.6686550974845886
0.7053157687187195,0.7028869986534119,0.6978115439414978,0.7071583271026611
0.6837498545646667,0.7071481943130493,0.7594092488288879,0.6860086917877197
0.667781412601471,0.7249387502670288,0.6383385062217712,0.7299349308013916
