loss,sparse_categorical_accuracy,Accuracy,val_loss,val_sparse_categorical_accuracy,val_Accuracy
1.677008867263794,0.36822596192359924,0.36822596192359924,1.3058451414108276,0.5035824179649353,0.5035824179649353
1.3411341905593872,0.4849182069301605,0.4849182069301605,1.182051181793213,0.5363357067108154,0.5363357067108154
1.2327998876571655,0.5138036608695984,0.5138036608695984,1.1345158815383911,0.544524073600769,0.544524073600769
1.1925708055496216,0.5361707806587219,0.5361707806587219,1.1079115867614746,0.5557830333709717,0.5557830333709717
1.1402466297149658,0.5463957190513611,0.5463957190513611,1.085897445678711,0.5578300952911377,0.5578300952911377
1.1276679039001465,0.5525306463241577,0.5525306463241577,1.0684163570404053,0.5516888499259949,0.5516888499259949
1.1139479875564575,0.55547034740448,0.55547034740448,1.0588059425354004,0.5588536262512207,0.5588536262512207
1.0867401361465454,0.56952965259552,0.56952965259552,1.042574405670166,0.5660184025764465,0.5660184025764465
1.0769178867340088,0.5757924318313599,0.5757924318313599,1.0438342094421387,0.5680655241012573,0.5680655241012573
1.0619515180587769,0.5791155695915222,0.5791155695915222,1.0374107360839844,0.5649948716163635,0.5649948716163635
1.0629626512527466,0.5752812027931213,0.5752812027931213,0.9580848217010498,0.6161719560623169,0.6161719560623169
0.919899582862854,0.6134969592094421,0.6134969592094421,0.9866283535957336,0.5721596479415894,0.5721596479415894
0.8791588544845581,0.6366308927536011,0.6366308927536011,0.8914538621902466,0.6212896704673767,0.6212896704673767
0.8320543766021729,0.6586145162582397,0.6586145162582397,0.876907467842102,0.6120777726173401,0.6120777726173401
0.7899271845817566,0.6770194172859192,0.6770194172859192,0.9014192223548889,0.6345956921577454,0.6345956921577454
0.7674301266670227,0.6790643930435181,0.6790643930435181,0.8461241126060486,0.6397134065628052,0.6397134065628052
0.7492373585700989,0.6882668733596802,0.6882668733596802,0.8379250764846802,0.6571136116981506,0.6571136116981506
0.7117032408714294,0.7025818228721619,0.7025818228721619,0.7879684567451477,0.6704196333885193,0.6704196333885193
0.7091121673583984,0.7060326933860779,0.7060326933860779,0.9256674647331238,0.6202661395072937,0.6202661395072937
0.6996674537658691,0.7083333134651184,0.7083333134651184,0.7848045825958252,0.6929375529289246,0.6929375529289246
