loss,sparse_categorical_accuracy,Accuracy,val_loss,val_sparse_categorical_accuracy,val_Accuracy
1.2037369012832642,0.5129434466362,0.5129434466362,1.0282570123672485,0.5829718112945557,0.5829718112945557
0.9607077836990356,0.6028550267219543,0.6028550267219543,0.8358777165412903,0.6366594433784485,0.6366594433784485
0.8755621910095215,0.6398210525512695,0.6398210525512695,0.7907143831253052,0.6588937044143677,0.6588937044143677
0.8174284100532532,0.6595291495323181,0.6595291495323181,0.772728681564331,0.687635600566864,0.687635600566864
0.7708211541175842,0.6694364547729492,0.6694364547729492,0.7327341437339783,0.6973969340324402,0.6973969340324402
0.7342578172683716,0.6889315247535706,0.6889315247535706,0.8435248136520386,0.6485900282859802,0.6485900282859802
0.7199327349662781,0.6970278024673462,0.6970278024673462,0.6696011424064636,0.7098698616027832,0.7098698616027832
0.7037630081176758,0.700969398021698,0.700969398021698,0.6928547024726868,0.7028199434280396,0.7028199434280396
0.6763694286346436,0.7141791582107544,0.7141791582107544,0.6466206312179565,0.7331887483596802,0.7331887483596802
0.6645585298538208,0.7196122407913208,0.7196122407913208,0.6547360420227051,0.7293926477432251,0.7293926477432251
0.6353646516799927,0.7280281186103821,0.7280281186103821,0.7048680782318115,0.7060737609863281,0.7060737609863281
0.6335988640785217,0.7295195460319519,0.7295195460319519,0.6489839553833008,0.736442506313324,0.736442506313324
0.6270983815193176,0.7345264554023743,0.7345264554023743,0.7033073902130127,0.7087852358818054,0.7087852358818054
0.6107434034347534,0.7410247921943665,0.7410247921943665,0.7152576446533203,0.7136659622192383,0.7136659622192383
0.5936172604560852,0.751251757144928,0.751251757144928,0.6222914457321167,0.7407808899879456,0.7407808899879456
0.584618330001831,0.7558325529098511,0.7558325529098511,0.6528620719909668,0.7272234559059143,0.7272234559059143
0.5763816237449646,0.7583892345428467,0.7583892345428467,0.6230424642562866,0.7407808899879456,0.7407808899879456
0.5706586837768555,0.7613720893859863,0.7613720893859863,0.5755539536476135,0.7603036761283875,0.7603036761283875
0.5544432997703552,0.7682965993881226,0.7682965993881226,0.6510806083679199,0.7418655157089233,0.7418655157089233
0.5423171520233154,0.7734100222587585,0.7734100222587585,0.5520530939102173,0.7776572704315186,0.7776572704315186
